time,hip_flexion_r
1.6700000000000013,16.86180905300025
1.6800000000000013,16.874592175458794
1.6900000000000013,16.886411980903087
1.7000000000000013,16.897273440326114
1.7100000000000013,16.907181494725606
1.7200000000000013,16.91614105566561
1.7300000000000013,16.924157005822682
1.7400000000000013,16.93123419951776
1.7500000000000013,16.93737746323477
1.7600000000000013,16.942591596127095
1.7700000000000014,16.946881370512887
1.7800000000000014,16.950251532360358
1.7900000000000014,16.95270680176399
1.8000000000000014,16.95425187341272
1.8100000000000014,16.954891417050995
1.8200000000000014,16.954630077933633
1.8300000000000014,16.953472477275294
1.8400000000000014,16.95142321269543
1.8500000000000014,16.948486858659372
1.8600000000000014,16.94466796693741
1.8700000000000014,16.939971067085978
1.8800000000000014,16.934400666877615
1.8900000000000015,16.92796125272734
